Time, New Command, Measured EIP, Command EIP, Measured DI, Command DI, Measured EDC, Command EDC, Measured PI, Command PI, Measured LUM, Command LUM, Measured FDS, Command FDS, Measured FDP, Command FDP, Force y, Mx, Force x, M z, M y, Force z,0.331121919
37.17,0,9.996546,10,-0.595424,10,5.050551,5,10.032747,10,30.969092,10,5.018999,5,4.94702,5,0.194013,0.285863,0.117955,0.022882,-0.174031,-0.022237,0.672909497
78.74,0,10.032963,10,-0.595424,5,9.974224,10,5.055995,5,30.702051,5,4.930497,5,10.005529,10,0.171131,0.259113,0.212705,0.019337,-0.29392,-0.02965,0.753172793
86.01,0,4.983557,5,-0.599484,5,10.036118,10,9.975689,10,30.79601,5,5.009683,5,10.027825,10,0.170808,0.260725,0.220117,0.019015,-0.299398,-0.043186,0.97494876
90.06,0,4.991961,5,-0.592718,5,4.948426,5,4.941879,5,31.097667,10,5.005025,5,9.960936,10,0.171453,0.259758,0.217862,0.018692,-0.297465,-0.044475,0.696934684
24.65,0,9.954526,10,-0.600837,10,10.026834,10,10.035917,10,30.791065,5,5.042289,5,4.94702,5,0.19788,0.293597,0.118921,0.023526,-0.176287,-0.017403,0.236891566
49.6,0,5.026978,5,-0.594071,5,5.019604,5,9.94082,10,30.595729,5,9.993754,10,4.980465,5,0.183055,0.278128,0.180155,0.019981,-0.260725,-0.049309,0.617958131
86,0,4.987759,5,-0.592718,5,10.091823,10,10.026408,10,30.788592,5,5.044618,5,10.022251,10,0.171453,0.26008,0.219795,0.018692,-0.298754,-0.042219,0.6941229
58.35,0,8.906825,10,-0.590011,5,4.772028,5,4.868971,5,30.472099,10,9.895935,10,4.877344,5,0.180477,0.273616,0.178221,0.018692,-0.255891,-0.041574,0.673083874
84.52,0,9.881691,10,-0.591364,10,4.963899,5,9.985199,10,30.692161,5,4.848982,5,10.011103,10,0.166941,0.253312,0.21625,0.017725,-0.296498,-0.037707,0.08653827
76.56,0,9.960128,10,-0.584598,10,4.784407,5,4.88799,5,30.773757,5,4.956116,5,10.011103,10,0.169519,0.25718,0.215606,0.018048,-0.295531,-0.035773,0.282612704
86.18,0,5.000365,5,-0.595424,5,10.008266,10,10.020068,10,30.808373,5,4.97009,5,10.027825,10,0.170808,0.259436,0.219795,0.018048,-0.299076,-0.044475,0.866465484
83.02,0,9.997947,10,-0.590011,5,5.06293,5,9.94082,10,30.756448,5,5.135449,5,9.991593,10,0.166619,0.252346,0.214316,0.017403,-0.296498,-0.037707,0.662121811
72.67,0,10.039967,10,-0.600837,10,9.937088,10,9.994708,10,30.538859,10,9.963476,10,4.905215,5,0.176932,0.267493,0.174998,0.018692,-0.254601,-0.037062,0.480394775
64.04,0,5.026978,5,-0.591364,10,9.91233,10,4.973578,5,30.613038,10,10.017044,10,4.880131,5,0.182411,0.278773,0.178866,0.019337,-0.258791,-0.042863,0.395026083
114.18,0,4.99056,5,-0.599484,5,4.973184,5,9.988369,10,30.882551,5,9.996083,10,10.002742,10,0.165007,0.25299,0.244289,0.017725,-0.331949,-0.056077,0.680662593
53.93,0,4.99056,5,-0.594071,5,10.098012,10,10.051767,10,30.392976,5,9.95416,10,4.913576,5,0.183377,0.278773,0.178866,0.019981,-0.258469,-0.046731,0.03783783
58.26,1,4.984958,10,-0.583245,5,5.013415,5,5.021126,5,30.756448,10,9.991425,10,4.983252,5,0.182733,0.277161,0.179832,0.01837,-0.261047,-0.049953,0.494867903
80.5,0,9.923711,10,-0.581892,10,10.008266,10,4.770704,5,30.761394,5,4.828021,5,9.969297,10,0.170486,0.258147,0.213994,0.018048,-0.293597,-0.030939,0.563558485
49.69,0,5.01157,5,-0.592718,5,5.019604,5,10.004218,10,30.613038,5,10.00307,10,4.983252,5,0.184022,0.279417,0.181444,0.020626,-0.260402,-0.05092,0.776472715
24.69,0,9.988142,10,-0.608956,10,9.968035,10,9.975689,10,30.751503,5,4.988722,5,4.894066,5,0.198202,0.29392,0.118599,0.023204,-0.17661,-0.017403,0.264074215
21.12,0,9.996546,10,-0.60625,10,4.988657,5,9.915461,10,30.892441,5,4.991051,5,4.997187,5,0.195624,0.291019,0.121177,0.023204,-0.181122,-0.023526,0.270699172
118.99,0,9.990943,10,-0.59813,5,10.060876,10,10.039087,10,30.778702,5,9.916896,10,10.030612,10,0.16114,0.248156,0.238487,0.017725,-0.328726,-0.041252,0.384344299
36.75,0,9.975536,10,-0.596777,10,5.038172,5,9.997878,10,30.815791,10,4.942142,5,4.924724,5,0.193046,0.285863,0.117955,0.022237,-0.174354,-0.020626,0.974548116
36.52,0,9.934916,10,-0.591364,10,4.787501,5,10.039087,10,30.845462,10,4.918852,5,4.980465,5,0.193046,0.286185,0.118921,0.023526,-0.174031,-0.02256,0.116802731
19.75,0,5.003166,5,-0.608956,10,5.038172,5,10.039087,10,31.072941,5,4.97009,5,4.991613,5,0.200458,0.296498,0.12859,0.023849,-0.188212,-0.034484,0.149379758
72.5,0,9.806055,10,-0.588658,10,9.952561,10,9.59847,10,30.613038,10,10.044992,10,4.899641,5,0.17661,0.267493,0.175643,0.019659,-0.254601,-0.03674,0.404598124
71.01,0,9.972734,10,-0.600837,5,10.01755,10,10.010558,10,30.585839,10,9.996083,10,5.016697,5,0.176287,0.268137,0.174676,0.019015,-0.254924,-0.037707,0.701302737
2.68,0,2.036562,2,-0.519643,2,1.915619,2,1.993868,2,30.563585,2,1.98198,2,1.928641,2,0.192724,0.296498,0.129234,0.021593,-0.184989,-0.049631,0.031264997
109,0,10.028761,10,-0.591364,10,4.920574,5,5.23351,5,30.880078,5,10.010057,10,10.027825,10,0.16114,0.249445,0.233976,0.017081,-0.321636,-0.042219,0.98872405
67.24,0,9.972734,10,-0.603543,5,5.028888,5,9.978859,10,30.556168,10,9.986767,10,5.01391,5,0.175643,0.266848,0.17661,0.018048,-0.255891,-0.041252,0.722603773
48.66,0,9.909704,10,-0.585951,10,10.029929,10,4.88165,5,30.595729,5,10.028689,10,4.958169,5,0.182088,0.277483,0.171775,0.019015,-0.252345,-0.03255,0.995450392
19.81,0,4.970951,5,-0.61031,10,4.982468,5,9.991539,10,31.065524,5,5.014341,5,5.050141,5,0.200136,0.29682,0.12859,0.023204,-0.187567,-0.034162,0.751079859
17.46,0,5.363137,5,-0.615723,5,5.496188,5,10.27683,10,31.048215,5,5.018999,5,5.016697,5,0.198847,0.296498,0.129879,0.024171,-0.189501,-0.030939,0.248989177
58.31,0,6.531292,10,-0.583245,5,4.920574,5,4.926029,5,30.650127,10,9.874974,10,4.960956,5,0.181766,0.277483,0.180155,0.019337,-0.259758,-0.049631,0.650501616
36.35,0,8.654704,10,-0.596777,10,4.827733,5,9.902781,10,30.793537,10,4.958445,5,4.980465,5,0.194013,0.287796,0.120533,0.021915,-0.178543,-0.027072,0.560675553
34.54,0,10.038566,10,-0.594071,5,4.864869,5,10.045427,10,30.820736,10,4.949129,5,4.938659,5,0.193368,0.28683,0.118921,0.022237,-0.174676,-0.020626,0.215790686
66.37,0,9.150541,10,-0.596777,5,4.802975,5,9.95033,10,30.464681,10,9.989096,10,4.896853,5,0.17532,0.267493,0.178866,0.017081,-0.258147,-0.042219,0.135784086
32.87,0,9.986741,10,-0.592718,10,10.054687,10,5.087694,5,30.736668,10,5.046947,5,4.955382,5,0.197235,0.292631,0.115699,0.021593,-0.173709,-0.014825,0.123883893
33.78,0,5.003166,5,-0.594071,5,5.01032,5,9.994708,10,30.847935,10,5.012012,5,5.036206,5,0.196913,0.293275,0.123433,0.023204,-0.182088,-0.032228,0.03987177
99.37,0,6.221745,5,-0.587305,10,5.32598,5,10.194413,10,30.964147,10,5.189016,5,10.091927,10,0.167263,0.25299,0.213672,0.018048,-0.292308,-0.039318,0.035084774
41.93,0,4.987759,5,-0.591364,5,4.936047,5,4.973578,5,30.835572,5,10.005399,10,5.030632,5,0.187245,0.283284,0.17661,0.020304,-0.252668,-0.048664,0.35223876
82.05,0,5.007368,5,-0.594071,5,5.013415,5,10.026408,10,30.927058,5,4.991051,5,10.025038,10,0.170486,0.259758,0.222696,0.01837,-0.303588,-0.04802,0.418600708
127.53,0,5.017173,5,-0.592718,10,10.224895,10,4.853121,5,31.152065,10,10.091572,10,10.133733,10,0.16533,0.253635,0.241066,0.017403,-0.330015,-0.048342,0.123198822
65.19,0,10.003549,10,-0.587305,10,9.980414,10,4.986257,5,30.551222,10,9.984438,10,5.01391,5,0.178543,0.27136,0.17242,0.019337,-0.252345,-0.031583,0.024468582
66.15,0,4.913524,5,-0.592718,5,5.035078,5,9.93448,10,30.620455,10,9.996083,10,4.991613,5,0.17951,0.272971,0.182733,0.019337,-0.262336,-0.049953,0.981760188
129.81,0,4.98916,5,-0.596777,5,5.059835,5,9.899611,10,30.924585,10,9.970463,10,10.027825,10,0.16114,0.248478,0.245578,0.016114,-0.334527,-0.055754,0.98267865
26.9,0,10.00495,10,-0.595424,5,5.10935,5,4.986257,5,30.892441,10,5.032973,5,5.103096,5,0.196591,0.291986,0.119566,0.022237,-0.177576,-0.019981,0.504667167
2.24,0,2.002946,2,-0.515583,2,2.027028,2,2.044587,2,30.30149,2,2.023902,2,2.034549,2,0.192724,0.298109,0.130201,0.022237,-0.185311,-0.048664,0.483493254
75.03,0,10.020357,10,-0.585951,5,5.050551,5,5.005277,5,30.820736,5,5.037631,5,9.921917,10,0.168875,0.257824,0.214639,0.01837,-0.295531,-0.036418,0.092950011
51.36,0,6.18953,5,-0.590011,10,4.91129,5,10.159544,10,30.561113,5,10.168429,10,5.086373,5,0.181766,0.274905,0.176932,0.019659,-0.256857,-0.045764,0.171229671
130.66,0,10.010553,10,-0.60219,5,4.861774,5,9.988369,10,30.85288,10,9.937857,10,10.055696,10,0.157917,0.242999,0.24171,0.017081,-0.33066,-0.045441,0.070421383
34.4,0,9.397059,10,-0.59813,5,4.830827,5,10.048597,10,30.763866,10,5.018999,5,4.933085,5,0.194013,0.287796,0.120533,0.021915,-0.178221,-0.023849,0.252740249
52.19,0,5.000365,5,-0.594071,10,4.991752,5,9.95667,10,30.444901,5,9.989096,10,5.066864,5,0.183055,0.278128,0.180799,0.020304,-0.26008,-0.050598,0.495319283
27.94,0,4.99056,5,-0.59813,10,4.951521,5,4.941879,5,30.922113,10,5.044618,5,4.880131,5,0.200136,0.296176,0.1244,0.023204,-0.181766,-0.02965,0.503572661
24.03,0,4.998964,5,-0.60625,10,9.890667,10,9.95667,10,30.899859,5,5.021328,5,5.064077,5,0.201103,0.299398,0.124722,0.023526,-0.182088,-0.028683,0.232325978
78.81,0,9.978337,10,-0.591364,5,9.983508,10,5.059165,5,30.756448,5,4.958445,5,9.997167,10,0.170164,0.258791,0.21335,0.018692,-0.293275,-0.030939,0.390343976
41.78,0,4.983557,5,-0.595424,5,4.985562,5,4.973578,5,30.877606,5,10.028689,10,4.980465,5,0.185956,0.28264,0.174031,0.019981,-0.251056,-0.047697,0.379525278
16.69,0,10.016155,10,-0.615723,10,9.992792,10,4.957728,5,31.067996,5,4.986393,5,5.030632,5,0.202392,0.308422,0.13149,0.023849,-0.198847,-0.003545,0.587238971
3.27,0,2.01275,2,-0.511523,2,2.002271,2,2.047757,2,30.894914,2,1.98198,2,1.998317,2,0.193368,0.297787,0.12859,0.021915,-0.184667,-0.049631,0.27773956
111.84,0,4.991961,5,-0.590011,10,10.036118,10,4.951388,5,30.917167,5,10.024031,10,10.044547,10,0.166619,0.255568,0.238487,0.017725,-0.328081,-0.048664,0.315229607
89.39,0,5.739916,5,-0.587305,5,5.647829,5,5.826282,5,31.369654,10,5.216964,5,10.25079,10,0.170808,0.259113,0.212383,0.016759,-0.291341,-0.038674,0.438431491
7.55,0,2.019754,2,-0.51017,2,1.95585,2,1.987529,2,31.095195,2,1.986638,2,2.017826,2,0.197235,0.3052,0.128912,0.022237,-0.184344,-0.049953,0.955101876
105.52,0,5.092809,5,-0.60219,5,5.124824,5,5.249359,5,31.082832,5,9.919225,10,9.969297,10,0.166941,0.25718,0.228497,0.018048,-0.311323,-0.049953,0.748201613
127.18,0,10.045569,10,-0.596777,5,9.930898,10,5.033806,5,30.922113,10,9.97978,10,9.969297,10,0.162107,0.249123,0.237521,0.016436,-0.326148,-0.039318,0.593461863
16.45,0,9.724816,10,-0.613016,10,10.243464,10,4.637568,5,31.008654,5,5.002696,5,5.01391,5,0.203359,0.307455,0.133746,0.024171,-0.199492,-0.005479,0.764915741
35.53,0,5.106816,5,-0.599484,10,5.06293,5,10.039087,10,30.897387,10,5.067908,5,5.058503,5,0.196591,0.291986,0.123433,0.023526,-0.179832,-0.031906,0.532107227
31.78,0,4.986358,5,-0.594071,10,9.91852,10,4.995767,5,30.91964,10,5.065579,5,5.072438,5,0.200781,0.298432,0.122789,0.022882,-0.178543,-0.02256,0.716033196
136.441,0,9.723415,10,-0.600837,10,9.909235,10,9.687227,10,30.571003,10,9.937857,10,9.96651,10,0.158884,0.245578,0.239777,0.016436,-0.330982,-0.041896,0.871578623
41.55,0,5.043786,5,-0.607603,5,5.11554,5,5.040146,5,30.996291,5,10.035676,10,5.027845,5,0.187889,0.284574,0.169842,0.02127,-0.244933,-0.047697,0.198672074
45.98,0,5.003166,5,-0.594071,5,9.958751,10,5.075015,5,30.706996,5,10.028689,10,5.005549,5,0.185956,0.283284,0.17951,0.019659,-0.258147,-0.045119,0.17627972
3.56,0,2.000144,2,-0.516936,2,2.054881,2,2.085796,2,31.050688,2,1.928413,2,2.028975,2,0.194013,0.300365,0.129557,0.022237,-0.1837,-0.049953,0.85600138
59.44,0,5.361737,5,-0.579185,10,4.9051,5,5.300078,5,30.679798,10,10.077598,10,5.105883,5,0.183055,0.277483,0.178866,0.019015,-0.258147,-0.047053,0.777732168
112.53,0,9.860681,10,-0.595424,10,9.968035,10,4.754854,5,30.815791,5,9.919225,10,9.896833,10,0.162429,0.251056,0.235587,0.016436,-0.322603,-0.037384,0.188814289
120.83,0,9.98394,10,-0.60219,10,9.921614,10,10.001048,10,30.73914,5,9.858671,10,9.880111,10,0.161785,0.2488,0.238487,0.017403,-0.327437,-0.041574,0.365745395
92.34,0,8.41519,10,-0.585951,10,4.707039,5,4.818252,5,30.833099,10,4.918852,5,9.866176,10,0.169842,0.25718,0.21625,0.018692,-0.294564,-0.039318,0.830422921
7.56,0,2.014151,2,-0.507464,2,2.036312,2,2.041417,2,31.159482,2,2.035547,2,2.062419,2,0.197558,0.304233,0.128268,0.021593,-0.184344,-0.051243,0.412373667
4.27,0,1.994542,2,-0.51829,2,1.986797,2,2.031907,2,31.072941,2,1.991296,2,2.006678,2,0.195624,0.302299,0.128912,0.02127,-0.186278,-0.052209,0.833562104
127.37,0,5.871579,5,-0.594071,10,10.203232,10,5.328607,5,31.134756,10,10.09623,10,10.114224,10,0.163396,0.252023,0.239777,0.017725,-0.327437,-0.042863,0.305217588
34.85,0,10.04697,10,-0.595424,5,4.970089,5,10.004218,10,30.818263,10,5.023657,5,5.036206,5,0.193368,0.286507,0.118921,0.02256,-0.174676,-0.021593,0.37667723
6.31,0,2.022555,2,-0.512877,2,2.06107,2,2.050927,2,31.191626,2,2.000612,2,2.040123,2,0.196269,0.303266,0.129234,0.02256,-0.183055,-0.049953,0.362570752
131.57,0,5.024176,5,-0.60219,10,4.991752,5,10.150034,10,30.9864,10,10.100888,10,10.097502,10,0.162107,0.249445,0.2459,0.017725,-0.334849,-0.057044,0.635295545
78.99,0,10.049771,10,-0.587305,5,9.961845,10,5.049655,5,30.726777,5,4.935155,5,9.991593,10,0.170164,0.259436,0.212383,0.018048,-0.294242,-0.030939,0.293358198
41.91,0,5.005968,5,-0.600837,5,5.053646,5,5.033806,5,30.870188,5,9.944844,10,4.974891,5,0.186922,0.284251,0.176287,0.021593,-0.253312,-0.048664,0.18813317
2.9,0,1.997343,2,-0.519643,2,1.968229,2,1.978019,2,30.744085,2,1.968006,2,1.976021,2,0.192079,0.29682,0.128268,0.020948,-0.184344,-0.048342,0.309902099
14.03,0,4.994762,5,-0.617076,5,10.082539,10,4.913349,5,31.122393,5,5.03996,5,4.885705,5,0.204648,0.313257,0.140192,0.024816,-0.206582,-0.015147,0.356320533
15.91,0,4.983557,5,-0.611663,10,9.903046,10,5.046485,5,31.206462,5,4.979406,5,5.022271,5,0.205615,0.312934,0.138903,0.025138,-0.203681,-0.01418,0.443467128
134.581,0,10.042768,10,-0.60219,5,9.906141,10,10.001048,10,30.697106,10,9.996083,10,9.849453,10,0.158562,0.244933,0.238487,0.016436,-0.33066,-0.041896,0.598510753
92.11,0,5.022776,5,-0.584598,10,4.970089,5,4.983087,5,31.003709,10,5.002696,5,9.941426,10,0.172098,0.260403,0.218184,0.018048,-0.297142,-0.045119,0.902383536
14.69,0,9.995145,10,-0.613016,5,10.033024,10,4.995767,5,31.075414,5,4.972419,5,4.991613,5,0.20207,0.308745,0.134391,0.024816,-0.199169,-0.002578,0.265307083
73.96,0,4.962547,5,-0.585951,5,4.917479,5,4.970408,5,30.96662,5,4.99338,5,10.027825,10,0.173064,0.262659,0.216895,0.017725,-0.299398,-0.04802,0.417048772
121.47,0,5.127826,5,-0.590011,5,5.081498,5,5.151092,5,31.480921,10,10.317486,10,10.284235,10,0.165974,0.254924,0.240421,0.017081,-0.328404,-0.054143,0.009872635
36.93,0,10.044169,10,-0.599484,10,4.985562,5,9.988369,10,30.929531,10,4.984064,5,4.902428,5,0.193046,0.28554,0.11731,0.021593,-0.175321,-0.023526,0.009027749
23.76,0,5.001766,5,-0.611663,10,10.033024,10,9.985199,10,30.932003,5,5.032973,5,5.066864,5,0.201425,0.299721,0.124078,0.023526,-0.182733,-0.028038,0.3494364
58.72,0,10.100196,10,-0.592718,5,5.050551,5,4.929199,5,30.496825,10,9.826065,10,4.829964,5,0.17951,0.272327,0.175965,0.019337,-0.253312,-0.036095,0.401709407
52.87,0,10.031563,10,-0.600837,10,5.019604,5,9.982029,10,30.336106,5,10.000741,10,4.999975,5,0.179188,0.271682,0.175321,0.01837,-0.253957,-0.040285,0.377771133
98.84,0,10.020357,10,-0.596777,5,5.025794,5,10.039087,10,30.788592,10,5.06325,5,9.933065,10,0.165652,0.251701,0.213027,0.017403,-0.292308,-0.035451,0.812962806
0.51,0,2.029558,2,-0.211105,2,1.859914,2,1.867072,2,11.339217,2,1.977322,2,2.095864,2,0.062522,0.08766,0.061878,0.00419,-0.083148,-0.02546,0.402691512
122.72,0,10.002149,10,-0.591364,5,5.072214,5,4.979917,5,30.927058,10,10.075269,10,9.882898,10,0.160495,0.248156,0.238487,0.017403,-0.326792,-0.043186,0.613972342
41.63,0,5.014372,5,-0.599484,5,5.081498,5,4.973578,5,30.944366,5,10.005399,10,4.991613,5,0.186278,0.283284,0.173065,0.020948,-0.249123,-0.048342,0.319543735
28.29,0,5.019974,10,-0.595424,10,4.932952,5,4.983087,5,30.929531,10,5.012012,5,4.882918,5,0.198525,0.29682,0.124722,0.023849,-0.183055,-0.029327,0.938618312
109.34,0,7.017324,5,-0.595424,5,8.525902,10,4.989427,5,30.897387,5,9.958818,10,9.969297,10,0.162429,0.249123,0.234298,0.016759,-0.321636,-0.042219,0.389429253
114.53,0,9.918108,10,-0.596777,5,4.765839,5,9.966179,10,30.768811,5,9.996083,10,10.002742,10,0.160818,0.246544,0.240743,0.018048,-0.32937,-0.046731,0.828199604
12.36,0,8.622489,10,-0.625195,10,4.793691,5,4.995767,5,31.149592,5,5.012012,5,5.050141,5,0.191757,0.294564,0.146315,0.02256,-0.214316,-0.029972,0.89334617
50.63,0,9.883092,10,-0.600837,5,5.050551,5,9.921801,10,30.274291,5,9.951831,10,4.846686,5,0.181121,0.273616,0.176287,0.019659,-0.254924,-0.039963,0.519120221
127.22,0,10.034364,10,-0.594071,5,10.002077,10,5.062335,5,30.978983,10,10.012386,10,9.99438,10,0.161462,0.2488,0.236232,0.016759,-0.325503,-0.038351,0.885446374
136.761,0,9.979738,10,-0.599484,10,10.076349,10,9.991539,10,30.652599,10,9.781814,10,9.821583,10,0.158562,0.244289,0.239454,0.016759,-0.329693,-0.041252,0.271663634
5.97,0,1.99174,2,-0.51017,2,1.996081,2,2.009718,2,31.179263,2,1.991296,2,2.015039,2,0.195946,0.302621,0.127945,0.022237,-0.184022,-0.049953,0.194645484
55.07,0,9.989543,10,-0.60625,5,10.008266,10,9.978859,10,30.326216,5,10.012386,10,5.005549,5,0.180477,0.272649,0.173709,0.018692,-0.252345,-0.036095,0.058814492
82.09,0,4.973752,5,-0.594071,5,4.9051,5,9.9535,10,30.86277,5,4.967761,5,9.99438,10,0.169519,0.258469,0.22044,0.017081,-0.301977,-0.04802,0.478876718
23.94,0,4.977954,5,-0.607603,10,9.86591,10,9.9535,10,30.880078,5,5.009683,5,5.027845,5,0.20207,0.299398,0.124722,0.023849,-0.182088,-0.027716,0.027264465
67.23,0,9.989543,10,-0.596777,5,5.084593,5,10.035917,10,30.583366,10,10.019373,10,5.044567,5,0.17661,0.266848,0.17661,0.01837,-0.256213,-0.042219,0.786823399
8.82,0,2.000144,2,-0.504757,2,1.977513,2,2.003378,2,30.956729,2,1.986638,2,1.99553,2,0.198202,0.307455,0.129234,0.023204,-0.184989,-0.05092,0.777816945
88.65,0,9.995145,10,-0.590011,10,9.998982,10,9.985199,10,30.622928,5,4.837337,5,10.038973,10,0.16823,0.255246,0.213027,0.018692,-0.291341,-0.03255,0.631784531
131.48,0,5.102614,5,-0.600837,10,5.202192,5,10.140524,10,30.956729,10,10.075269,10,10.066844,10,0.161785,0.249123,0.246544,0.017403,-0.334205,-0.055432,0.731010004
61.3,0,9.010474,5,-0.590011,5,5.654018,10,5.125733,5,30.566058,10,10.021702,10,4.960956,5,0.179188,0.270716,0.175965,0.018692,-0.254924,-0.037384,0.867137543
116.78,0,9.968532,10,-0.596777,10,4.988657,5,9.994708,10,30.825681,5,9.996083,10,9.860602,10,0.159206,0.246222,0.239132,0.016114,-0.329048,-0.046408,0.756337005
22.12,0,4.997564,5,-0.61031,5,9.955656,10,9.969349,10,30.932003,5,5.000367,5,4.96653,5,0.20207,0.299398,0.126334,0.024816,-0.1837,-0.028683,0.942841023
93.54,0,5.049388,5,-0.590011,5,9.906141,10,5.065505,5,30.867715,10,5.023657,5,9.991593,10,0.17242,0.261047,0.216895,0.018692,-0.295853,-0.037707,0.970581333
31.88,0,4.996163,5,-0.596777,10,9.903046,10,4.995767,5,30.954257,10,5.053934,5,5.058503,5,0.199491,0.297787,0.122467,0.023526,-0.179188,-0.024816,0.786088282
133.4,0,5.218869,5,-0.604897,5,9.683322,10,9.997878,10,30.810846,10,10.010057,10,10.075205,10,0.162429,0.2488,0.244289,0.017725,-0.332916,-0.050276,0.6776471
4.44,0,1.979134,2,-0.516936,2,2.033218,2,2.054097,2,31.112503,2,2.016915,2,2.026188,2,0.195946,0.302299,0.129234,0.02256,-0.184667,-0.051565,0.714031934
5.3,0,2.016952,2,-0.523702,2,1.96204,2,1.981189,2,31.203989,2,1.979651,2,2.001104,2,0.195946,0.303266,0.127623,0.02127,-0.184667,-0.050276,0.946867592
14.19,0,4.997564,5,-0.608956,5,9.91233,10,5.005277,5,31.107558,5,5.009683,5,5.008336,5,0.205615,0.312934,0.140192,0.024493,-0.206904,-0.015792,0.672538055
103.61,0,5.024176,5,-0.595424,10,9.980414,10,10.153204,10,30.914695,10,5.053934,5,10.080779,10,0.170808,0.259113,0.215283,0.018692,-0.294564,-0.042219,0.048486773
54.54,0,9.813058,10,-0.604897,5,10.011361,10,10.004218,10,30.25451,5,9.996083,10,5.036206,5,0.17951,0.273616,0.173065,0.019659,-0.252345,-0.03674,0.702124796
18.65,0,9.953125,10,-0.613016,5,5.066025,5,10.035917,10,30.892441,5,5.002696,5,4.930298,5,0.195946,0.291664,0.123433,0.022882,-0.183055,-0.023204,0.261061157
12.7,0,9.974135,10,-0.626548,10,4.991752,5,4.976748,5,31.095195,5,5.032973,5,5.100308,5,0.191434,0.292953,0.14277,0.022237,-0.207871,-0.024171,0.203704157
102.24,0,4.997564,5,-0.591364,5,9.937088,10,10.010558,10,30.870188,10,5.053934,5,9.991593,10,0.169842,0.258469,0.21625,0.01837,-0.295209,-0.042219,0.978487532
108.14,0,4.993362,5,-0.596777,10,4.951521,5,4.948218,5,30.96662,5,9.935528,10,9.949787,10,0.165974,0.255246,0.238487,0.018048,-0.325825,-0.053176,0.214340394
120.74,0,10.031563,10,-0.60625,10,9.995887,10,9.959839,10,30.778702,5,9.854013,10,9.799286,10,0.16114,0.248478,0.238487,0.017725,-0.326792,-0.040285,0.962137899
131.04,0,9.996546,10,-0.596777,5,5.047456,5,10.039087,10,30.741613,10,10.033347,10,10.033399,10,0.157273,0.243644,0.24171,0.016759,-0.33066,-0.047053,0.297310597
88.68,0,9.978337,10,-0.59813,10,9.980414,10,10.108825,10,30.709469,5,4.858298,5,10.011103,10,0.16823,0.253957,0.212705,0.01837,-0.292631,-0.032873,0.474382001
114.17,0,4.993362,5,-0.59813,5,5.031983,5,10.032747,10,30.830626,5,10.035676,10,10.055696,10,0.163718,0.253635,0.245578,0.018048,-0.331626,-0.055432,0.490661559
14.14,0,5.022776,5,-0.611663,5,9.974224,10,5.021126,5,31.082832,5,5.007354,5,5.005549,5,0.205615,0.313579,0.139225,0.024816,-0.207226,-0.016114,0.175134615
72.13,0,4.996163,5,-0.585951,10,9.986603,10,10.051767,10,30.647654,10,10.021702,10,5.078012,5,0.179832,0.273294,0.180155,0.020304,-0.259436,-0.048342,0.826825571
24.53,0,9.944721,10,-0.607603,10,10.026834,10,10.010558,10,30.761394,5,5.005025,5,4.930298,5,0.19788,0.293275,0.118599,0.023526,-0.17661,-0.018692,0.060855658
73.72,0,5.012971,5,-0.583245,5,4.960805,5,4.995767,5,30.974037,5,5.035302,5,9.977658,10,0.173709,0.262659,0.215928,0.019337,-0.295531,-0.047375,0.098583085
129.03,0,10.017556,10,-0.596777,10,9.940182,10,4.983087,5,30.835572,10,10.007728,10,10.01389,10,0.161785,0.2488,0.236876,0.017403,-0.324214,-0.039318,0.920604197
67.17,0,10.000748,10,-0.595424,5,4.991752,5,9.982029,10,30.524024,10,9.977451,10,4.980465,5,0.175965,0.266526,0.177254,0.01837,-0.256857,-0.03964,0.99622671
77.92,0,5.017173,5,-0.584598,5,9.906141,10,4.88165,5,30.778702,5,5.01667,5,9.99438,10,0.173709,0.264592,0.219795,0.019337,-0.299721,-0.041574,0.245680305
58.05,0,4.99056,5,-0.588658,5,4.960805,5,4.989427,5,30.709469,10,9.975122,10,4.969317,5,0.184022,0.279417,0.180155,0.020304,-0.258469,-0.04802,0.852206341
134.961,0,9.985341,10,-0.600837,5,10.060876,10,9.93448,10,30.632818,10,9.93087,10,9.983232,10,0.159206,0.244933,0.240099,0.017403,-0.328726,-0.03964,0.094103043
86.32,0,7.315666,10,-0.596777,5,9.989698,10,9.899611,10,30.657544,5,4.881588,5,9.938639,10,0.170808,0.258791,0.218828,0.018692,-0.299721,-0.042219,0.898135763
38.18,0,4.996163,5,-0.59813,5,9.946372,10,9.982029,10,30.914695,10,5.009683,5,5.055716,5,0.198202,0.293597,0.1215,0.022237,-0.179188,-0.029972,0.485904505
75.39,0,5.539621,5,-0.583245,10,5.264086,5,5.271549,5,30.927058,5,5.149423,5,10.005529,10,0.173064,0.262014,0.218184,0.018048,-0.298432,-0.043508,0.752413069
32.22,0,5.008769,5,-0.594071,10,9.958751,10,4.843612,5,30.956729,10,5.042289,5,5.094734,5,0.200136,0.297465,0.121177,0.021593,-0.180155,-0.024493,0.269036229
33.65,0,5.01017,5,-0.59813,5,5.059835,5,10.077126,10,30.897387,10,5.053934,5,5.058503,5,0.19788,0.292308,0.124722,0.023204,-0.180799,-0.031261,0.661428301
