Time, New Command, Measured EIP, Command EIP, Measured DI, Command DI, Measured EDC, Command EDC, Measured PI, Command PI, Measured LUM, Command LUM, Measured FDS, Command FDS, Measured FDP, Command FDP, Force y, Mx, Force x, M z, M y, Force z,0.331121919
99.09,0,10.00495,10,-0.590011,5,5.031983,5,9.982029,10,30.870188,10,5.042289,5,10.019464,10,0.166297,0.251701,0.213027,0.018692,-0.291986,-0.035451,0.272761738
58.38,0,9.207969,10,-0.590011,5,4.840111,5,4.948218,5,30.568531,10,9.805104,10,4.827177,5,0.17951,0.272971,0.176932,0.019337,-0.255246,-0.039318,0.045953597
24.15,0,5.000365,5,-0.604897,10,9.909235,10,9.966179,10,30.815791,5,5.035302,5,5.086373,5,0.200458,0.298754,0.124078,0.022882,-0.182411,-0.028038,0.927746191
89.14,0,9.986741,10,-0.600837,10,9.943277,10,9.95667,10,30.749031,5,5.102843,5,9.972084,10,0.167908,0.253957,0.212383,0.017725,-0.292308,-0.031906,0.679052006
61.11,0,10.006351,10,-0.584598,10,5.118635,5,5.090864,5,30.486935,10,10.098559,10,5.058503,5,0.176932,0.270393,0.174354,0.018692,-0.254601,-0.037062,0.397024164
42.84,0,10.002149,10,-0.595424,5,5.11554,5,5.005277,5,30.689688,5,10.040334,10,5.058503,5,0.181766,0.277483,0.173065,0.020948,-0.251056,-0.038351,0.599056122
39.65,0,4.976554,5,-0.595424,10,10.011361,10,10.048597,10,30.971565,10,5.053934,5,5.078012,5,0.198202,0.294242,0.1215,0.022882,-0.177254,-0.028361,0.494949712
107.11,0,9.972734,10,-0.595424,5,4.951521,5,4.976748,5,30.842989,5,9.972793,10,9.983232,10,0.163396,0.249445,0.231075,0.017081,-0.317124,-0.041574,0.506115118
34.75,0,10.009152,10,-0.59813,5,4.966994,5,9.997878,10,30.808373,10,5.025986,5,5.044567,5,0.19369,0.288119,0.117955,0.021593,-0.175965,-0.021593,0.066243296
112.05,0,4.991961,5,-0.592718,10,9.96494,10,5.005277,5,30.954257,5,10.017044,10,10.038973,10,0.167908,0.256535,0.23881,0.01837,-0.328081,-0.048342,0.878633129
51.52,0,5.038183,5,-0.594071,10,4.988657,5,10.089806,10,30.541332,5,10.098559,10,5.052929,5,0.182733,0.277806,0.180477,0.020948,-0.258791,-0.05092,0.095370627
85.6,0,5.029779,5,-0.596777,5,10.01755,10,10.054937,10,30.840517,5,5.03996,5,10.052909,10,0.171453,0.259758,0.220117,0.018692,-0.300365,-0.042863,0.3223408
83.23,0,9.98394,10,-0.587305,5,4.976278,5,10.023238,10,30.815791,5,5.168055,5,10.030612,10,0.167263,0.252668,0.216572,0.019015,-0.295531,-0.03674,0.740062254
129.95,0,5.000365,5,-0.60219,5,4.963899,5,9.997878,10,30.885024,10,9.993754,10,10.002742,10,0.161462,0.249767,0.246544,0.017725,-0.336138,-0.05511,0.860177408
69.72,0,4.996163,5,-0.594071,5,10.036118,10,9.982029,10,30.632818,10,9.996083,10,5.022271,5,0.179832,0.273616,0.180799,0.01837,-0.260725,-0.04802,0.906062625
33.26,1,10.003549,5,-0.59813,5,9.97113,5,5.021126,10,30.763866,10,5.014341,5,4.896853,5,0.197235,0.291664,0.116665,0.023204,-0.172742,-0.012891,0.195763081
65.68,0,5.042385,5,-0.592718,5,4.945331,5,10.023238,10,30.640236,10,10.038005,10,5.072438,5,0.179832,0.272327,0.181444,0.019015,-0.262014,-0.051565,0.291412425
49.12,0,9.976936,10,-0.595424,10,9.968035,10,4.989427,5,30.536387,5,10.035676,10,4.902428,5,0.184022,0.278773,0.171775,0.020626,-0.251379,-0.031583,0.239228373
33.81,0,4.993362,5,-0.594071,5,4.985562,5,9.969349,10,30.79601,10,5.009683,5,5.022271,5,0.197558,0.291986,0.1244,0.02127,-0.183055,-0.031583,0.893558791
120.67,0,9.979738,10,-0.60219,10,10.026834,10,10.083466,10,30.768811,5,9.874974,10,9.913556,10,0.161462,0.246222,0.238165,0.017081,-0.32647,-0.041896,0.876492144
131.53,0,5.025577,5,-0.596777,10,4.939142,5,10.143694,10,30.964147,10,10.079927,10,10.075205,10,0.161785,0.249767,0.247189,0.016759,-0.335816,-0.055754,0.507094652
34.47,0,9.902701,10,-0.59813,5,4.846301,5,10.026408,10,30.808373,10,5.037631,5,4.933085,5,0.192724,0.286185,0.118599,0.02127,-0.177254,-0.022237,0.573529656
139.821,0,10.014755,10,-0.594071,10,9.968035,10,9.982029,10,30.731722,10,10.000741,10,9.960936,10,0.159529,0.246544,0.239777,0.017081,-0.328081,-0.041896,0.764687695
5.57,0,1.995942,2,-0.515583,2,1.992987,2,1.993868,2,31.21388,2,1.995954,2,2.028975,2,0.196591,0.302944,0.127945,0.021593,-0.185311,-0.05092,0.581048247
38.16,0,4.997564,5,-0.59813,5,9.949467,10,9.95667,10,30.894914,10,5.009683,5,5.052929,5,0.198525,0.293597,0.121822,0.022882,-0.179832,-0.02965,0.938962281
53.46,0,5.237077,5,-0.595424,5,9.804015,10,10.042257,10,30.42512,5,10.024031,10,5.027845,5,0.184022,0.278773,0.178866,0.019337,-0.25718,-0.046086,0.238413502
85.09,0,9.955926,10,-0.595424,10,4.954615,5,9.985199,10,30.828154,5,5.147094,5,9.96651,10,0.166619,0.252346,0.214639,0.018692,-0.294886,-0.037384,0.618652541
53.35,0,6.634942,5,-0.599484,5,8.569228,10,9.994708,10,30.328688,5,9.996083,10,4.983252,5,0.180155,0.272649,0.175965,0.019659,-0.254924,-0.040607,0.100548876
116.58,0,9.950324,10,-0.599484,10,5.066025,5,9.95033,10,30.815791,5,9.840039,10,9.896833,10,0.160495,0.245255,0.240421,0.017725,-0.329048,-0.047053,0.212878278
29.84,0,4.998964,5,-0.608956,5,10.144433,10,5.043316,5,30.934476,10,5.005025,5,4.958169,5,0.200458,0.298109,0.123756,0.023849,-0.180155,-0.024171,0.498646629
86.27,0,5.015772,10,-0.599484,5,10.042308,10,9.915461,10,30.749031,5,4.935155,5,9.924704,10,0.172098,0.259436,0.218828,0.019015,-0.299076,-0.04383,0.444791038
104.78,0,10.02596,10,-0.592718,10,10.011361,10,9.991539,10,30.756448,10,4.837337,5,9.885685,10,0.167586,0.253957,0.209482,0.018048,-0.288441,-0.031261,0.127228645
55.38,0,5.765128,5,-0.595424,10,10.17538,10,10.207092,10,30.506716,5,10.117191,10,5.058503,5,0.1837,0.277161,0.174354,0.019015,-0.254924,-0.042219,0.277250758
61.06,0,9.990943,10,-0.585951,10,5.124824,5,4.91018,5,30.511661,10,10.014715,10,5.075225,5,0.177254,0.270393,0.174031,0.019015,-0.255246,-0.038351,0.01675592
75.55,0,5.026978,5,-0.584598,10,4.942237,5,5.059165,5,31.011126,5,4.935155,5,9.91913,10,0.173387,0.262659,0.219473,0.018692,-0.30101,-0.046086,0.533480562
51.88,0,4.987759,5,-0.590011,10,5.013415,5,9.918631,10,30.494353,5,9.97978,10,4.974891,5,0.183055,0.277483,0.182088,0.019981,-0.260725,-0.051565,0.772836128
42.65,0,9.927913,10,-0.600837,5,5.248612,5,4.926029,5,30.610565,5,9.984438,10,4.986039,5,0.181444,0.277161,0.171775,0.02127,-0.252668,-0.038674,0.46704611
64.44,0,9.643577,10,-0.596777,10,9.943277,10,4.751684,5,30.524024,10,9.83771,10,5.033419,5,0.179188,0.272649,0.174354,0.01837,-0.254924,-0.03255,0.091811492
33.84,0,4.994762,5,-0.59813,5,5.075309,5,10.045427,10,30.887496,10,5.005025,5,4.9944,5,0.196913,0.292953,0.125367,0.022882,-0.182088,-0.031261,0.53883349
34.44,0,9.686998,10,-0.596777,5,4.768933,5,9.921801,10,30.781174,10,4.930497,5,4.899641,5,0.192401,0.287474,0.118921,0.02256,-0.17661,-0.022882,0.567377378
121.64,0,5.007368,5,-0.590011,5,5.053646,5,5.021126,5,31.411688,10,9.998412,10,10.030612,10,0.165974,0.254601,0.242677,0.017725,-0.328404,-0.054143,0.3978969
103.97,0,4.99056,5,-0.594071,10,10.048497,10,9.909121,10,30.932003,10,5.01667,5,10.10865,10,0.170486,0.259758,0.214316,0.018048,-0.295531,-0.041896,0.717795148
128.38,0,9.418069,10,-0.584598,10,9.816394,10,4.697796,5,30.813318,10,9.926212,10,9.721249,10,0.162751,0.2488,0.239454,0.016759,-0.327759,-0.03964,0.291019246
124.69,0,9.961529,10,-0.591364,10,5.084593,5,4.932369,5,30.941894,10,10.031018,10,10.058483,10,0.160495,0.246867,0.23881,0.016759,-0.327437,-0.042541,0.735495999
47.88,0,4.993362,5,-0.592718,10,10.036118,10,4.989427,5,30.706996,5,9.998412,10,5.038993,5,0.186922,0.284574,0.178543,0.019981,-0.258147,-0.045119,0.499323472
107.72,0,4.991961,5,-0.590011,10,5.087688,5,4.998937,5,30.954257,5,10.033347,10,9.986019,10,0.16533,0.254279,0.237843,0.017725,-0.324536,-0.052532,0.633084718
87.02,0,10.032963,10,-0.592718,5,10.01755,10,9.883762,10,30.684743,5,5.088869,5,9.980445,10,0.168553,0.255568,0.213994,0.019015,-0.292953,-0.032873,0.057653567
54.57,0,10.112802,10,-0.603543,5,9.96494,10,9.966179,10,30.224839,5,9.961147,10,5.005549,5,0.179832,0.272971,0.17242,0.020304,-0.253635,-0.036095,0.888557216
70.88,0,10.017556,10,-0.595424,5,10.01755,10,10.026408,10,30.585839,10,10.051979,10,5.044567,5,0.17661,0.268137,0.17661,0.019659,-0.254279,-0.035451,0.213342366
10.16,0,4.82108,5,-0.572419,5,5.001036,5,5.027466,5,31.322674,5,5.032973,5,4.916363,5,0.196913,0.303266,0.156951,0.023849,-0.226885,-0.047697,0.599741968
138.111,0,9.993745,10,-0.604897,10,10.051592,10,9.921801,10,30.746558,10,10.07294,10,9.907982,10,0.158884,0.243966,0.237198,0.017725,-0.329048,-0.040285,0.514484274
130.04,0,4.997564,5,-0.600837,5,5.056741,5,10.029577,10,30.830626,10,10.040334,10,10.019464,10,0.162107,0.249123,0.245578,0.017081,-0.336138,-0.056077,0.323987484
23.1,0,9.974135,10,-0.608956,5,10.036118,10,10.048597,10,30.746558,5,4.99338,5,5.052929,5,0.198847,0.295209,0.120211,0.023204,-0.177576,-0.018692,0.167538287
42.41,0,9.343834,10,-0.588658,5,4.843206,5,4.960898,5,30.674853,5,10.035676,10,4.986039,5,0.181444,0.277161,0.174354,0.020626,-0.252345,-0.040285,0.265372882
128.61,0,10.083387,10,-0.596777,10,10.091823,10,4.986257,5,30.830626,10,9.840039,10,9.947,10,0.162107,0.249123,0.238487,0.017725,-0.324859,-0.03674,0.389455619
101.97,0,4.991961,5,-0.599484,5,10.029929,10,10.023238,10,30.917167,10,4.991051,5,10.027825,10,0.170486,0.259436,0.216572,0.018692,-0.29392,-0.043186,0.653894791
42.16,0,5.007368,5,-0.596777,5,5.01032,5,4.90701,5,30.833099,5,10.000741,10,4.96653,5,0.185633,0.282962,0.178221,0.020948,-0.255891,-0.048342,0.201732422
109.17,0,9.990943,10,-0.587305,10,4.985562,5,5.258869,5,30.885024,5,10.028689,10,10.033399,10,0.162751,0.249445,0.234942,0.017725,-0.320991,-0.041896,0.834191336
111.76,0,4.993362,5,-0.59813,10,9.943277,10,4.967238,5,30.983928,5,10.02636,10,10.055696,10,0.167908,0.257502,0.23881,0.017725,-0.327437,-0.048664,0.832218696
58.67,0,10.039967,10,-0.587305,5,5.118635,5,4.919689,5,30.477044,10,9.793459,10,4.846686,5,0.178865,0.272005,0.174676,0.018692,-0.253312,-0.038351,0.022339486
97.26,1,9.995145,5,-0.591364,5,9.974224,5,5.014786,10,30.840517,10,5.03996,5,9.972084,10,0.168875,0.257502,0.208838,0.01837,-0.288763,-0.028683,0.004023635
102.8,0,9.989543,10,-0.592718,5,10.039213,10,10.020068,10,30.788592,10,4.918852,5,10.050122,10,0.166941,0.253635,0.211738,0.018048,-0.288441,-0.03255,0.702949776
139.371,0,10.002149,10,-0.603543,10,9.992792,10,10.007388,10,30.753976,10,9.998412,10,10.002742,10,0.15824,0.243966,0.238487,0.016436,-0.328404,-0.041574,0.493369574
4.3,0,1.987538,2,-0.51829,2,2.067259,2,2.012888,2,31.105085,2,1.986638,2,1.987169,2,0.195302,0.302621,0.12859,0.02127,-0.185956,-0.05092,0.319616953
79.14,0,10.06798,10,-0.594071,5,9.940182,10,5.017956,5,30.709469,5,5.163397,5,9.963723,10,0.171131,0.259436,0.214316,0.019015,-0.292953,-0.02965,0.691967825
112.8,0,10.034364,10,-0.594071,10,10.02374,10,5.138413,5,30.857825,5,10.024031,10,9.896833,10,0.162429,0.250734,0.234298,0.016436,-0.322925,-0.037707,0.271501308
37.02,0,10.041367,10,-0.594071,10,5.044362,5,10.048597,10,30.954257,10,5.01667,5,4.938659,5,0.192079,0.284574,0.117955,0.021915,-0.173709,-0.021915,0.46704769
69.29,0,9.734621,5,-0.596777,5,5.74067,10,9.966179,10,30.566058,10,9.998412,10,5.08916,5,0.175643,0.266204,0.176287,0.019015,-0.255568,-0.040607,0.172309977
98.65,0,9.98394,10,-0.585951,5,4.889627,5,10.064446,10,30.875133,10,4.869943,5,10.036186,10,0.165974,0.251056,0.213672,0.01837,-0.291019,-0.035451,0.996129347
108.71,0,9.98394,10,-0.585951,10,4.877248,5,4.89116,5,30.867715,5,9.97978,10,9.855028,10,0.162107,0.247834,0.233976,0.017403,-0.321958,-0.042863,0.507872489
25,0,10.052573,10,-0.607603,10,10.057781,10,10.045427,10,30.768811,5,5.025986,5,5.075225,5,0.197558,0.293597,0.118921,0.022882,-0.17661,-0.018692,0.073347441
40.63,0,9.92091,10,-0.599484,10,9.949467,10,9.95667,10,30.761394,10,4.881588,5,4.849474,5,0.194979,0.287474,0.115699,0.022882,-0.170486,-0.017725,0.222964851
105.63,0,5.008769,5,-0.595424,5,5.072214,5,4.986257,5,31.035852,5,10.010057,10,10.002742,10,0.166941,0.256213,0.231397,0.018692,-0.315512,-0.051565,0.307122842
82.51,0,10.018957,10,-0.592718,5,4.80607,5,9.994708,10,30.803428,5,4.860627,5,9.997167,10,0.167586,0.252668,0.216895,0.017725,-0.296176,-0.035129,0.208081737
29.57,0,5.03258,5,-0.59813,5,9.992792,10,5.109884,5,30.927058,10,4.956116,5,4.930298,5,0.200781,0.298109,0.123756,0.024171,-0.17951,-0.024816,0.67612468
76,0,4.99056,5,-0.583245,10,5.041267,5,4.954558,5,30.936948,5,4.998038,5,10.030612,10,0.174354,0.263625,0.221407,0.019659,-0.30101,-0.047053,0.430147953
36.06,0,4.991961,5,-0.594071,10,4.898911,5,9.991539,10,30.897387,10,5.021328,5,5.050141,5,0.195624,0.291664,0.123433,0.02256,-0.180799,-0.03255,0.792595424
103.78,0,4.994762,5,-0.600837,10,9.989698,10,10.124675,10,30.939421,10,5.000367,5,10.075205,10,0.171131,0.259758,0.214961,0.019015,-0.293597,-0.042541,0.719944896
23.92,0,4.983557,5,-0.604897,10,9.853531,10,9.893271,10,30.882551,5,5.012012,5,5.030632,5,0.201425,0.299076,0.1244,0.023849,-0.182411,-0.027072,0.074454535
89.96,0,4.998964,5,-0.581892,5,4.886532,5,4.983087,5,31.095195,10,5.000367,5,9.952575,10,0.171453,0.260725,0.217539,0.018692,-0.297142,-0.044797,0.614308898
101.84,0,4.994762,5,-0.585951,5,9.983508,10,9.978859,10,30.875133,10,5.046947,5,9.963723,10,0.170808,0.259758,0.217539,0.019015,-0.294564,-0.041574,0.817596352
125.78,0,5.003166,5,-0.595424,5,10.042308,10,5.075015,5,30.956729,10,9.975122,10,9.974871,10,0.165974,0.254279,0.242677,0.016759,-0.33066,-0.04802,0.030089163
77.59,0,4.94714,5,-0.590011,5,9.989698,10,5.097204,5,30.838044,5,4.998038,5,9.96651,10,0.174354,0.265237,0.219473,0.018692,-0.299398,-0.04383,0.683173146
18.98,0,10.010553,10,-0.61031,5,5.072214,5,10.020068,10,30.993818,5,5.035302,5,5.030632,5,0.195624,0.293275,0.123433,0.023849,-0.182411,-0.02256,0.031130991
79.98,0,4.99056,5,-0.584598,10,9.980414,10,5.011617,5,30.91964,5,5.037631,5,10.008316,10,0.173387,0.264592,0.218184,0.01837,-0.299076,-0.040607,0.663327017
133.701,0,4.983557,5,-0.604897,5,10.042308,10,10.007388,10,30.828154,10,9.989096,10,10.038973,10,0.161462,0.249445,0.2459,0.016436,-0.334849,-0.052532,0.412554137
6.12,0,1.983336,2,-0.497991,2,1.996081,2,2.003378,2,31.189154,2,1.984309,2,2.0234,2,0.196913,0.303588,0.127623,0.02127,-0.185633,-0.050598,0.498383941
110.39,0,9.049693,10,-0.596777,5,9.909235,10,4.796063,5,30.842989,5,9.991425,10,10.011103,10,0.164363,0.252346,0.235909,0.017725,-0.322925,-0.039963,0.76367741
6.04,0,1.988939,2,-0.507464,2,2.014649,2,2.019228,2,31.181736,2,2.012257,2,2.031762,2,0.196591,0.303588,0.129234,0.022882,-0.184344,-0.050276,0.233020431
99.67,0,4.986358,5,-0.587305,10,4.994847,5,10.001048,10,31.018544,10,4.981735,5,10.008316,10,0.169197,0.256535,0.217539,0.01837,-0.297465,-0.047053,0.378500559
62,0,4.954143,5,-0.591364,5,9.924709,10,5.030636,5,30.551222,10,9.951831,10,4.999975,5,0.183377,0.277483,0.178543,0.019015,-0.259758,-0.044152,0.232872636
64.33,0,8.030006,10,-0.587305,10,9.704985,10,4.754854,5,30.442428,10,9.951831,10,4.760288,5,0.180799,0.275872,0.178221,0.019015,-0.256535,-0.038674,0.947100403
105.94,0,4.997564,5,-0.595424,5,5.084593,5,4.951388,5,30.934476,5,9.977451,10,9.907982,10,0.166619,0.254924,0.234298,0.01837,-0.317768,-0.051887,0.243121223
89.68,0,4.98916,5,-0.581892,5,4.963899,5,4.843612,5,31.263332,10,5.007354,5,10.016677,10,0.171775,0.260725,0.216895,0.018692,-0.296176,-0.045119,0.958056749
113.49,0,5.102614,5,-0.600837,5,5.180529,5,9.92497,10,30.872661,5,9.975122,10,9.888472,10,0.164363,0.25299,0.242999,0.01837,-0.330015,-0.054143,0.138775694
88.25,0,5.001766,5,-0.588658,10,9.995887,10,10.070786,10,30.872661,5,5.009683,5,10.036186,10,0.171131,0.26008,0.217539,0.019337,-0.297787,-0.042541,0.122058095
125.53,0,5.008769,5,-0.594071,5,9.930898,10,5.090864,5,30.961674,10,10.00307,10,9.974871,10,0.165007,0.253957,0.243322,0.017081,-0.331304,-0.049309,0.942577217
59.79,0,5.003166,5,-0.577832,10,5.004131,5,4.983087,5,30.657544,10,10.04965,10,5.103096,5,0.182411,0.275227,0.180477,0.018692,-0.261369,-0.049631,0.70471013
101.31,0,8.426395,5,-0.592718,5,7.705806,10,9.94399,10,30.79601,10,5.035302,5,9.980445,10,0.165974,0.252346,0.211738,0.016759,-0.291341,-0.036418,0.737211776
129.42,0,5.112418,5,-0.591364,5,5.394063,5,9.747456,10,30.971565,10,10.044992,10,10.030612,10,0.162107,0.248156,0.243966,0.016436,-0.33356,-0.053176,0.107608481
30.56,0,9.934916,10,-0.600837,5,9.980414,10,4.761194,5,30.781174,10,4.998038,5,5.008336,5,0.19788,0.292953,0.117955,0.023204,-0.174676,-0.012891,0.98879926
8.45,0,1.979134,2,-0.511523,2,1.958945,2,1.981189,2,31.211407,2,1.968006,2,1.970446,2,0.19788,0.3052,0.128912,0.021915,-0.184989,-0.05092,0.551908928
78.7,0,10.023159,10,-0.588658,5,10.002077,10,4.995767,5,30.744085,5,4.930497,5,10.044547,10,0.169842,0.258469,0.213027,0.018048,-0.293597,-0.031583,0.299687099
76.37,0,9.007673,10,-0.588658,10,4.765839,5,4.783383,5,30.783647,5,4.939813,5,10.011103,10,0.169842,0.257824,0.216572,0.018048,-0.297787,-0.03964,0.161111498
29.14,0,10.002149,10,-0.60219,10,5.001036,5,5.084524,5,30.840517,10,4.967761,5,5.01391,5,0.195624,0.290697,0.118277,0.021915,-0.176287,-0.019337,0.047703596
93.16,0,10.016155,10,-0.587305,10,5.001036,5,5.109884,5,30.875133,10,5.056263,5,10.011103,10,0.166941,0.253635,0.21335,0.017725,-0.291986,-0.033517,0.441463585
66.71,0,9.955926,10,-0.592718,5,4.973184,5,10.007388,10,30.55864,10,10.02636,10,5.022271,5,0.174998,0.266848,0.175321,0.017403,-0.256857,-0.040607,0.693122477
13.07,0,9.975536,10,-0.618429,10,4.985562,5,4.983087,5,31.134756,5,4.986393,5,4.9944,5,0.191757,0.292631,0.141159,0.02256,-0.206904,-0.023526,0.506054624
6.08,0,1.987538,2,-0.51423,2,2.057975,2,1.990699,2,31.191626,2,1.993625,2,1.992743,2,0.197235,0.303588,0.129234,0.021915,-0.184344,-0.050276,0.673509144
98.7,0,9.978337,10,-0.591364,5,4.908195,5,10.048597,10,30.880078,10,4.865285,5,10.033399,10,0.165974,0.251379,0.213994,0.01837,-0.291664,-0.037062,0.09213792
30.92,0,10.009152,10,-0.59813,5,10.110391,10,5.049655,5,30.850407,10,4.932826,5,4.958169,5,0.196913,0.293275,0.115699,0.022882,-0.174998,-0.014825,0.186430734
92.7,0,9.999347,10,-0.587305,10,5.100066,5,4.919689,5,30.818263,10,4.881588,5,10.06127,10,0.16823,0.253957,0.21335,0.018048,-0.291341,-0.033195,0.724663255
28.57,0,9.954526,10,-0.592718,10,4.846301,5,4.922859,5,30.875133,10,4.895562,5,4.949808,5,0.195302,0.290052,0.119566,0.022882,-0.17661,-0.017725,0.515257007
11.99,0,4.99056,5,-0.568359,10,4.982468,5,5.014786,5,31.246024,5,5.014341,5,5.01391,5,0.194979,0.298432,0.147604,0.023526,-0.214961,-0.033839,0.141377276
130.76,0,9.972734,10,-0.596777,5,5.028888,5,9.985199,10,30.860298,10,9.968134,10,9.949787,10,0.157595,0.242033,0.240743,0.016759,-0.330337,-0.045441,0.199652386
24.36,0,8.912427,10,-0.600837,10,9.921614,10,9.95033,10,30.793537,5,4.881588,5,4.944233,5,0.200458,0.295209,0.1215,0.023204,-0.181122,-0.021593,0.668610831
34.77,0,9.990943,10,-0.585951,5,4.997941,5,10.020068,10,30.815791,10,5.03996,5,5.064077,5,0.19369,0.286185,0.117955,0.021593,-0.175643,-0.021593,0.428234813
32.31,0,6.528491,10,-0.591364,10,9.791637,10,4.834102,5,30.823209,10,4.979406,5,5.047354,5,0.200781,0.296176,0.122144,0.022882,-0.179832,-0.024171,0.030238461
71.34,0,7.056542,5,-0.596777,10,10.163001,10,10.156374,10,30.692161,10,10.051979,10,5.044567,5,0.17661,0.26846,0.175321,0.01837,-0.254279,-0.038674,0.488105381
121.59,0,5.03118,5,-0.592718,5,4.846301,5,5.011617,5,31.433941,10,10.091572,10,10.030612,10,0.16533,0.254601,0.241066,0.017081,-0.32937,-0.054788,0.476273965
117.96,0,4.99056,5,-0.608956,5,9.96494,10,9.969349,10,30.850407,5,9.996083,10,9.997167,10,0.16533,0.253635,0.244289,0.017081,-0.332271,-0.052209,0.217940671
16.18,0,4.997564,5,-0.607603,10,9.930898,10,5.043316,5,31.171845,5,5.025986,5,5.025058,5,0.20497,0.313257,0.137936,0.024493,-0.204326,-0.013858,0.228203535
92.28,0,5.000365,10,-0.583245,10,5.013415,5,5.017956,5,31.011126,10,5.023657,5,9.958149,10,0.171131,0.259436,0.217862,0.019015,-0.297142,-0.04383,0.391346534
95.45,0,5.301508,5,-0.588658,10,10.249653,10,5.328607,5,31.060578,10,5.172713,5,10.122585,10,0.171131,0.260725,0.213672,0.018692,-0.292631,-0.037707,0.035305079
26.07,0,4.997564,5,-0.591364,5,5.103161,5,5.030636,5,31.050688,10,4.879259,5,4.921937,5,0.200781,0.297465,0.124722,0.023526,-0.1837,-0.030939,0.436400047
10.24,0,4.977954,5,-0.565653,5,5.072214,5,5.011617,5,31.273222,5,5.014341,5,5.016697,5,0.196913,0.30391,0.157273,0.023526,-0.224629,-0.045764,0.656273694
135.111,0,9.988142,10,-0.600837,5,10.020645,10,9.905951,10,30.650127,10,9.993754,10,9.949787,10,0.159529,0.245255,0.240421,0.017403,-0.329048,-0.042541,0.643872146
79.4,0,5.325319,5,-0.590011,10,10.262032,10,5.369816,5,30.867715,5,5.284505,5,10.083566,10,0.173709,0.263625,0.216572,0.019015,-0.296498,-0.037707,0.965918301
37.57,0,4.994762,5,-0.596777,5,9.992792,10,10.032747,10,30.996291,10,5.035302,5,5.111457,5,0.19788,0.293597,0.121177,0.021915,-0.178866,-0.030617,0.516149953
106.45,0,9.839671,10,-0.585951,5,4.91129,5,4.91018,5,30.783647,5,9.975122,10,9.85224,10,0.162751,0.249767,0.231075,0.017081,-0.318091,-0.041896,0.112486679
84.55,0,10.000748,10,-0.585951,10,5.013415,5,10.073956,10,30.684743,5,4.751163,5,9.907982,10,0.166619,0.253312,0.216895,0.01837,-0.296498,-0.038351,0.115826763
103.93,0,4.994762,5,-0.588658,10,9.998982,10,9.864742,10,30.939421,10,5.007354,5,10.069631,10,0.170164,0.258791,0.214639,0.017725,-0.294564,-0.042541,0.008745485
5.79,0,1.993141,2,-0.51423,2,2.039407,2,2.028737,2,31.181736,2,2.007599,2,2.034549,2,0.196913,0.303588,0.127945,0.02127,-0.184667,-0.051243,0.250300256
13.17,0,9.985341,10,-0.615723,10,4.985562,5,4.979917,5,31.09025,5,5.002696,5,5.027845,5,0.192401,0.292953,0.142448,0.022882,-0.206904,-0.023526,0.487268011
38.67,0,10.020357,10,-0.596777,5,10.01755,10,10.032747,10,30.904804,10,5.012012,5,4.938659,5,0.194335,0.287796,0.116343,0.022882,-0.171775,-0.018048,0.663067582
93.42,0,5.274895,5,-0.590011,5,9.627617,10,5.090864,5,30.833099,10,5.037631,5,10.01389,10,0.171131,0.261692,0.214961,0.017725,-0.295531,-0.03964,0.692933303
75.72,0,5.018574,5,-0.585951,10,4.91129,5,4.948218,5,30.927058,5,4.988722,5,9.958149,10,0.173709,0.263303,0.220117,0.018692,-0.30101,-0.047375,0.909231612
117.52,0,5.066196,5,-0.59813,5,9.850436,10,10.073956,10,30.865243,5,10.051979,10,10.027825,10,0.164041,0.252668,0.242999,0.017403,-0.331949,-0.051243,0.856483005
118.95,0,9.997947,10,-0.60219,5,10.011361,10,10.004218,10,30.791065,5,10.005399,10,10.008316,10,0.160818,0.2488,0.239454,0.018048,-0.327759,-0.041896,0.052763625
48.85,0,9.988142,10,-0.594071,10,9.961845,10,4.992597,5,30.546277,5,9.968134,10,4.891279,5,0.182411,0.27845,0.171775,0.019015,-0.251701,-0.031906,0.676452189
56.59,0,9.992344,10,-0.599484,10,9.998982,10,10.010558,10,30.321271,5,10.000741,10,4.916363,5,0.181444,0.272971,0.173387,0.019337,-0.252023,-0.036095,0.094523356
48.23,0,4.997564,5,-0.587305,10,9.915425,10,4.973578,5,30.694633,5,9.970463,10,5.019484,5,0.186278,0.284251,0.177254,0.019337,-0.258469,-0.044152,0.395693642
111.64,0,5.014372,5,-0.594071,10,10.042308,10,4.992597,5,30.961674,5,10.042663,10,10.058483,10,0.166941,0.25718,0.23881,0.01837,-0.326792,-0.047697,0.407987633
31.52,0,5.108216,5,-0.595424,10,10.187759,10,5.357136,5,30.875133,10,5.081882,5,5.105883,5,0.200781,0.298432,0.121822,0.022882,-0.179832,-0.024171,0.743345764
6.11,0,1.984737,2,-0.51423,2,2.036312,2,2.047757,2,31.097667,2,1.919097,2,2.015039,2,0.196913,0.303588,0.128268,0.021915,-0.184989,-0.050598,0.024289031
129.37,0,5.952817,5,-0.594071,5,6.164644,5,9.449484,10,30.964147,10,10.058966,10,10.038973,10,0.160818,0.247834,0.240421,0.017081,-0.32937,-0.046408,0.705701319
43.07,0,10.031563,10,-0.595424,5,5.01032,5,5.011617,5,30.716887,5,10.000741,10,5.027845,5,0.181766,0.275872,0.17242,0.020948,-0.250734,-0.038029,0.907565107
